States,Years,Quarters,District,Transaction_count,Transaction_amount
Telangana,2022,3,nalgonda district,19442094,40798032880.70633
Telangana,2022,3,jangaon district,6580615,13279380724.59907
Telangana,2022,3,bhadradri kothagudem district,12264577,25289893377.7632
Telangana,2022,3,warangal rural district,6206207,12580724724.48056
Telangana,2022,3,kumuram bheem asifabad district,3217193,5642724850.521915
Telangana,2022,3,nizamabad district,15374558,35480941123.208206
Telangana,2022,3,adilabad district,4697252,8917128425.600996
Telangana,2022,3,rajanna sircilla district,5407265,11900795823.20659
Telangana,2022,3,nagarkurnool district,8782718,18637778860.07854
Telangana,2022,3,peddapalle district,10936393,20799401370.88663
Telangana,2022,3,nirmal district,5045789,12158789732.89777
Telangana,2022,3,mahabubabad district,6113296,11797675474.51407
Telangana,2022,3,sangareddy district,33187414,57832647223.37014
Telangana,2022,3,wanaparthy district,4675529,10130094511.37881
Telangana,2022,3,vikarabad district,7799069,14232056919.53075
Telangana,2022,3,jagtial district,8168113,19843349567.16466
Telangana,2022,3,yadadri bhuvanagiri district,10857894,22042571396.23612
Telangana,2022,3,medak district,6256711,12214538646.775862
Telangana,2022,3,mahbubnagar district,10611492,20954874892.61076
Telangana,2022,3,jaya shankar bhalupally district,4204613,8896891604.929647
Telangana,2022,3,warangal urban district,27244856,55794322100.977
Telangana,2022,3,rangareddy district,169029273,272598081405.12262
Telangana,2022,3,hyderabad district,1018658174,1586047443981.7903
Telangana,2022,3,suryapet district,11413191,23876546283.02438
Telangana,2022,3,jogulamba gadwal district,4706947,11052081759.6764
Telangana,2022,3,kamareddy district,7186922,14964327071.01371
Telangana,2022,3,mulugu district,2441037,5260858335.4731245
Telangana,2022,3,medchal malkajgiri district,136384039,223442008167.9499
Telangana,2022,3,karimnagar district,17095584,36478353448.99673
Telangana,2022,3,mancherial district,11116187,21649183001.67677
Telangana,2022,3,siddipet district,12900290,27570105119.137543
Telangana,2022,3,khammam district,17010697,36789751400.92127
Telangana,2022,4,narayanpet district,3435861,7851529733.329012
Telangana,2022,4,nalgonda district,21928009,45517531285.29773
Telangana,2022,4,jangaon district,7324178,14733962763.58428
Telangana,2022,4,bhadradri kothagudem district,13693915,27531378066.985123
Telangana,2022,4,warangal rural district,6929973,13558497093.45419
Telangana,2022,4,kumuram bheem asifabad district,3591695,5943432516.9949465
Telangana,2022,4,nizamabad district,18308473,42744693427.90993
Telangana,2022,4,adilabad district,5167448,9396320638.908257
Telangana,2022,4,rajanna sircilla district,6122873,13388173024.17493
Telangana,2022,4,nagarkurnool district,9648058,19890947819.874542
Telangana,2022,4,peddapalle district,12177318,23139872487.12701
Telangana,2022,4,nirmal district,5783251,13462685072.36606
Telangana,2022,4,mahabubabad district,6768739,12887238837.13226
Telangana,2022,4,sangareddy district,38000808,64649951913.242195
Telangana,2022,4,wanaparthy district,5371569,11544288246.52282
Telangana,2022,4,vikarabad district,9405139,16602279473.93822
Telangana,2022,4,jagtial district,9304649,22521347753.10603
Telangana,2022,4,yadadri bhuvanagiri district,12310890,25002594202.222374
Telangana,2022,4,medak district,7373744,14553997200.92438
Telangana,2022,4,mahbubnagar district,12087718,23376388640.5947
Telangana,2022,4,jaya shankar bhalupally district,4699909,9308144371.995441
Telangana,2022,4,warangal urban district,29269688,57991182917.37883
Telangana,2022,4,rangareddy district,191136402,295773661437.6938
Telangana,2022,4,hyderabad district,1133829812,1753799022390.873
Telangana,2022,4,suryapet district,12755991,27190932825.31949
Telangana,2022,4,jogulamba gadwal district,5163965,11177285266.56922
Telangana,2022,4,kamareddy district,8479586,18381989175.09425
Telangana,2022,4,mulugu district,2756762,5528206381.608963
Telangana,2022,4,medchal malkajgiri district,151514969,237726926269.25772
Telangana,2022,4,karimnagar district,19056918,39357490540.69413
Telangana,2022,4,mancherial district,12469076,23710042437.2458
Telangana,2022,4,siddipet district,14715170,30384216197.13882
Telangana,2022,4,khammam district,18924276,39626352507.582985
Telangana,2023,1,narayanpet district,5860176,12594283377.0
Telangana,2023,1,nalgonda district,36293901,71134878439.0
Telangana,2023,1,jangaon district,12351227,23145397276.0
Telangana,2023,1,bhadradri kothagudem district,22418842,43557678196.99999
Telangana,2023,1,warangal rural district,12016227,22834798897.0
Telangana,2023,1,kumuram bheem asifabad district,5909863,10044534284.0
Telangana,2023,1,nizamabad district,29666757,63849185227.99999
Telangana,2023,1,adilabad district,8551063,15398896199.999998
Telangana,2023,1,rajanna sircilla district,10183528,21218010068.0
Telangana,2023,1,nagarkurnool district,16468215,33921691728.0
Telangana,2023,1,peddapalle district,19710259,35406206858.0
Telangana,2023,1,nirmal district,9787939,22071363346.0
Telangana,2023,1,mahabubabad district,11587757,22017320496.0
Telangana,2023,1,sangareddy district,64762361,104869739922.0
Telangana,2023,1,wanaparthy district,8804989,17989989453.0
Telangana,2023,1,vikarabad district,13708676,24552396985.999996
Telangana,2023,1,jagtial district,15662651,35845164854.0
Telangana,2023,1,yadadri bhuvanagiri district,20689510,39018954621.0
Telangana,2023,1,medak district,12213260,21898099820.0
Telangana,2023,1,mahbubnagar district,20251207,36515013116.0
Telangana,2023,1,jaya shankar bhalupally district,7882159,15652293575.0
Telangana,2023,1,warangal urban district,47328651,87860641183.0
Telangana,2023,1,rangareddy district,329344012,487359310308.0
Telangana,2023,1,hyderabad district,286887382,415188829698.0
Telangana,2023,1,suryapet district,21355436,41818830882.0
Telangana,2023,1,jogulamba gadwal district,8673538,18345295705.0
Telangana,2023,1,kamareddy district,14043426,27636092025.0
Telangana,2023,1,mulugu district,4771054,10133379673.0
Telangana,2023,1,medchal malkajgiri district,256028955,382423152200.0
Telangana,2023,1,karimnagar district,30992192,60096322074.0
Telangana,2023,1,mancherial district,20046172,36907254929.0
Telangana,2023,1,siddipet district,24660934,48406373565.0
Telangana,2023,1,khammam district,31419139,62870355301.0
Telangana,2023,2,narayanpet district,6909971,14616919262.999998
Telangana,2023,2,nalgonda district,41962395,82903124781.0
Telangana,2023,2,jangaon district,14146351,26609770148.000004
Telangana,2023,2,bhadradri kothagudem district,25871023,47972823799.00001
Telangana,2023,2,warangal rural district,13385181,24985013737.0
Telangana,2023,2,kumuram bheem asifabad district,6747324,10837144939.0
Telangana,2023,2,nizamabad district,34994548,75596623775.0
Telangana,2023,2,adilabad district,9925498,17662880437.0
Telangana,2023,2,rajanna sircilla district,11891159,23728163098.0
Telangana,2023,2,nagarkurnool district,18857244,37948055779.0
Telangana,2023,2,peddapalle district,22555741,38978138316.0
Telangana,2023,2,nirmal district,11368138,25381861539.0
Telangana,2023,2,mahabubabad district,13158453,24114183880.0
Telangana,2023,2,sangareddy district,75850320,121290909918.0
Telangana,2023,2,wanaparthy district,10142299,20018297096.0
Telangana,2023,2,vikarabad district,16157969,27883452832.0
Telangana,2023,2,jagtial district,18288029,40893708527.0
Telangana,2023,2,yadadri bhuvanagiri district,24175923,45257907308.0
Telangana,2023,2,medak district,14637759,25974323819.0
Telangana,2023,2,mahbubnagar district,23297956,41417881674.0
Telangana,2023,2,jaya shankar bhalupally district,8720801,16438739776.0
Telangana,2023,2,warangal urban district,53361513,97631245668.0
Telangana,2023,2,rangareddy district,384456496,561147925919.0
Telangana,2023,2,hyderabad district,328016262,467328236325.0
Telangana,2023,2,suryapet district,24674139,49246226924.0
Telangana,2023,2,jogulamba gadwal district,10142849,21014963335.0
Telangana,2023,2,kamareddy district,16638930,32848062463.0
Telangana,2023,2,mulugu district,5285601,10702236197.0
Telangana,2023,2,medchal malkajgiri district,296231089,434043629718.0
Telangana,2023,2,karimnagar district,35552008,67773079796.0
Telangana,2023,2,mancherial district,22723969,39856360752.0
Telangana,2023,2,siddipet district,28696623,54855659978.0
Telangana,2023,2,khammam district,36607410,71192383492.0
Telangana,2023,3,narayanpet district,7703822,14828719990.999998
Telangana,2023,3,nalgonda district,46150123,83538473626.0
Telangana,2023,3,jangaon district,14999210,26570211114.999996
Telangana,2023,3,bhadradri kothagudem district,29094213,50276318228.0
Telangana,2023,3,warangal rural district,14114843,24934651412.0
Telangana,2023,3,kumuram bheem asifabad district,7668822,11364405185.0
Telangana,2023,3,nizamabad district,37772113,74042361319.0
Telangana,2023,3,adilabad district,11223859,17957207912.0
Telangana,2023,3,rajanna sircilla district,12792742,24853551821.0
Telangana,2023,3,nagarkurnool district,20682884,38220652985.0
Telangana,2023,3,peddapalle district,24425865,41406372662.0
Telangana,2023,3,nirmal district,12575625,25812185559.0
Telangana,2023,3,mahabubabad district,14152370,24121112375.0
Telangana,2023,3,sangareddy district,86831652,129280748237.0
Telangana,2023,3,wanaparthy district,10889643,20163964006.0
Telangana,2023,3,vikarabad district,17488999,28077471507.0
Telangana,2023,3,jagtial district,19623996,42081154014.0
Telangana,2023,3,yadadri bhuvanagiri district,26071562,46297002246.0
Telangana,2023,3,medak district,15389129,25594825694.0
Telangana,2023,3,mahbubnagar district,26016185,43270672046.99999
Telangana,2023,3,jaya shankar bhalupally district,9554915,17824562824.0
Telangana,2023,3,warangal urban district,58807111,102993525406.0
Telangana,2023,3,rangareddy district,439381886,615864362548.0
Telangana,2023,3,hyderabad district,371834420,505153023373.00006
Telangana,2023,3,suryapet district,27124712,49132910855.0
Telangana,2023,3,jogulamba gadwal district,11749521,22100753338.0
Telangana,2023,3,kamareddy district,17517673,31268361694.000004
Telangana,2023,3,mulugu district,5736746,10708908815.0
Telangana,2023,3,medchal malkajgiri district,341559058,477958010168.99994
Telangana,2023,3,karimnagar district,39168527,71587338439.0
Telangana,2023,3,mancherial district,25376026,43472522006.0
Telangana,2023,3,siddipet district,31010716,57176670840.0
Telangana,2023,3,khammam district,40556956,72269888825.0
Telangana,2023,4,narayanpet district,8633391,17028938556.000002
Telangana,2023,4,nalgonda district,51511022,97170343461.0
Telangana,2023,4,jangaon district,17087143,31608229273.0
Telangana,2023,4,bhadradri kothagudem district,33075338,56202802836.0
Telangana,2023,4,warangal rural district,16122643,28084276823.0
Telangana,2023,4,kumuram bheem asifabad district,8659007,12409526929.000002
Telangana,2023,4,nizamabad district,43071426,88928491816.00002
Telangana,2023,4,adilabad district,12424951,19675009766.0
Telangana,2023,4,rajanna sircilla district,14910772,29238386038.0
Telangana,2023,4,nagarkurnool district,23146650,42830716592.0
Telangana,2023,4,peddapalle district,27564769,46445316687.0
Telangana,2023,4,nirmal district,14040450,28057511402.0
Telangana,2023,4,mahabubabad district,16067938,26974493006.999996
Telangana,2023,4,sangareddy district,96204412,142932848259.0
Telangana,2023,4,wanaparthy district,12672875,23335949819.0
Telangana,2023,4,vikarabad district,19695272,31360648754.999996
Telangana,2023,4,jagtial district,22331060,47715073319.0
Telangana,2023,4,yadadri bhuvanagiri district,28984449,53121750784.0
Telangana,2023,4,medak district,17837494,30550788297.000004
Telangana,2023,4,mahbubnagar district,28894213,48389126301.0
Telangana,2023,4,jaya shankar bhalupally district,10770866,18993363140.0
Telangana,2023,4,warangal urban district,64109092,110672394295.0
Telangana,2023,4,rangareddy district,460487052,647241284036.0
Telangana,2023,4,hyderabad district,388720083,532414580486.99994
Telangana,2023,4,suryapet district,30560826,57848621131.0
Telangana,2023,4,jogulamba gadwal district,13040977,23690559475.0
Telangana,2023,4,kamareddy district,20414647,38943814040.0
Telangana,2023,4,mulugu district,6508465,11297924794.0
Telangana,2023,4,medchal malkajgiri district,362103399,502048775975.0
Telangana,2023,4,karimnagar district,43037506,78614458394.0
Telangana,2023,4,mancherial district,28993967,48694637043.0
Telangana,2023,4,siddipet district,34702592,64665935653.0
Telangana,2023,4,khammam district,44437431,79230897582.0
Tripura,2018,1,unakoti district,5068,4349605.99414449
Tripura,2018,1,khowai district,8838,7242490.357963288
Tripura,2018,1,sepahijala district,14107,13224752.635975951
Tripura,2018,1,north tripura district,9915,10869174.626601541
Tripura,2018,1,dhalai district,9195,8812172.047209244
Tripura,2018,1,south tripura district,18338,13785118.334229631
Tripura,2018,1,gomati district,12229,11277259.255102549
Tripura,2018,1,west tripura district,70467,68418341.27939591
Tripura,2018,2,unakoti district,9198,6923396.262354778
Tripura,2018,2,khowai district,11440,12338889.10193297
Tripura,2018,2,sepahijala district,18815,23613654.4908289
Tripura,2018,2,north tripura district,13859,16015790.90768092
Tripura,2018,2,dhalai district,14563,15283111.13438324
Tripura,2018,2,south tripura district,22366,18977158.30192117
Tripura,2018,2,gomati district,16000,15955619.88335195
Tripura,2018,2,west tripura district,108318,127784098.63368201
Tripura,2018,3,unakoti district,29360,19643274.57508789
Tripura,2018,3,khowai district,14941,21548759.42742926
Tripura,2018,3,sepahijala district,33646,39779005.11547229
Tripura,2018,3,north tripura district,25747,30157424.7526397
Tripura,2018,3,dhalai district,22350,31331691.366898168
Tripura,2018,3,south tripura district,49250,45613113.08085984
Tripura,2018,3,gomati district,34380,36259157.95316288
Tripura,2018,3,west tripura district,168029,229530961.7690422
Tripura,2018,4,unakoti district,22714,18120450.88253949
Tripura,2018,4,khowai district,26880,33718919.53354463
Tripura,2018,4,sepahijala district,53688,62851730.051232494
Tripura,2018,4,north tripura district,34385,44032488.77566351
Tripura,2018,4,dhalai district,28775,46429185.351865456
Tripura,2018,4,south tripura district,49820,66095950.12312652
Tripura,2018,4,gomati district,38970,48523976.18040443
Tripura,2018,4,west tripura district,192827,305112898.5660692
Tripura,2019,1,unakoti district,24562,28789584.83707358
Tripura,2019,1,khowai district,36291,41097809.26816206
Tripura,2019,1,sepahijala district,65545,79750942.69844744
Tripura,2019,1,north tripura district,35513,53359801.416677624
Tripura,2019,1,dhalai district,33295,57107027.86254051
Tripura,2019,1,south tripura district,64445,78239589.10235174
Tripura,2019,1,gomati district,51994,62247963.56023826
Tripura,2019,1,west tripura district,269281,356302222.87033
Tripura,2019,2,unakoti district,20264,29942709.575180963
